WOEID;ISO Country Code;Preferred "Normal" Name;Language Code of Name;laceType Code;Parent ID
26799178;BR;03827;POR;Zip;455827
26799179;BR;03828;POR;Zip;455827
26799180;BR;03871;POR;Zip;455827
26799181;BR;03989;POR;Zip;455827
26799182;BR;04001;POR;Zip;455827
26799183;BR;04002;POR;Zip;455827
26799184;BR;04004;POR;Zip;455827
26799185;BR;04006;POR;Zip;455827
26799186;BR;04007;POR;Zip;455827
26799187;BR;04009;POR;Zip;455827
26799188;BR;04010;POR;Zip;455827
26799189;BR;04011;POR;Zip;455827
26799190;BR;04012;POR;Zip;455827
26799191;BR;04013;POR;Zip;455827
26799192;BR;04014;POR;Zip;455827
26799193;BR;04015;POR;Zip;455827
26799194;BR;04018;POR;Zip;455827
26799195;BR;04020;POR;Zip;455827
26799196;BR;04022;POR;Zip;455827
26799197;BR;04023;POR;Zip;455827
26799198;BR;04024;POR;Zip;455827
26799199;BR;04025;POR;Zip;455827
26799200;BR;04028;POR;Zip;455827
22504123;BR;04029;POR;Zip;455827
26799201;BR;04036;POR;Zip;455827
26799202;BR;04038;POR;Zip;455827
22504124;BR;04039;POR;Zip;455827
26799203;BR;04040;POR;Zip;455827
22504125;BR;04041;POR;Zip;455827
26799204;BR;04042;POR;Zip;455827
22504126;BR;04043;POR;Zip;455827
26799205;BR;04045;POR;Zip;455827
26799206;BR;04046;POR;Zip;455827
22504127;BR;04052;POR;Zip;455827
26799207;BR;04055;POR;Zip;455827
26799208;BR;04057;POR;Zip;455827
22504128;BR;04061;POR;Zip;455827
26799209;BR;04062;POR;Zip;455827
22504129;BR;04063;POR;Zip;455827
26799210;BR;04064;POR;Zip;455827
22504130;BR;04065;POR;Zip;455827
26799211;BR;04068;POR;Zip;455827
22504131;BR;04069;POR;Zip;455827
26799212;BR;04071;POR;Zip;455827
26799213;BR;04074;POR;Zip;455827
26799214;BR;04075;POR;Zip;455827
26799215;BR;04076;POR;Zip;455827
26799216;BR;04077;POR;Zip;455827
26799217;BR;04078;POR;Zip;455827
26799218;BR;04079;POR;Zip;455827
22504132;BR;04080;POR;Zip;455827
26799219;BR;04081;POR;Zip;455827
22504133;BR;04082;POR;Zip;455827
26799220;BR;04083;POR;Zip;455827
26799221;BR;04084;POR;Zip;455827
26799222;BR;04086;POR;Zip;455827
26799223;BR;04089;POR;Zip;455827
26799224;BR;04094;POR;Zip;455827
26799225;BR;04097;POR;Zip;455827
26799226;BR;04098;POR;Zip;455827
26799227;BR;04101;POR;Zip;455827
26799228;BR;04102;POR;Zip;455827
26799229;BR;04103;POR;Zip;455827
22504134;BR;04104;POR;Zip;455827
22504135;BR;04105;POR;Zip;455827
22504136;BR;04106;POR;Zip;455827
26799230;BR;04110;POR;Zip;455827
22504137;BR;04112;POR;Zip;455827
26799231;BR;04113;POR;Zip;455827
26799232;BR;04115;POR;Zip;455827
26799233;BR;04117;POR;Zip;455827
26799234;BR;04119;POR;Zip;455827
26799235;BR;04120;POR;Zip;455827
26799236;BR;04121;POR;Zip;455827
26799237;BR;04122;POR;Zip;455827
22504138;BR;04130;POR;Zip;455827
26799238;BR;04131;POR;Zip;455827
26799239;BR;04132;POR;Zip;455827
26799240;BR;04133;POR;Zip;455827
26799241;BR;04134;POR;Zip;455827
22504139;BR;04135;POR;Zip;455827
22504140;BR;04138;POR;Zip;455827
22504141;BR;04141;POR;Zip;455827
22504142;BR;04142;POR;Zip;455827
22504143;BR;04144;POR;Zip;455827
22504144;BR;04149;POR;Zip;455827
22504145;BR;04150;POR;Zip;455827
26799242;BR;04156;POR;Zip;455827
26799243;BR;04159;POR;Zip;455827
26799244;BR;04162;POR;Zip;455827
26799245;BR;04165;POR;Zip;455827
26799246;BR;04166;POR;Zip;455827
22504146;BR;04167;POR;Zip;455827
22504147;BR;04169;POR;Zip;455827
26799247;BR;04178;POR;Zip;455827
26799248;BR;04179;POR;Zip;455827
26799249;BR;04180;POR;Zip;455827
26799250;BR;04182;POR;Zip;455827
26799251;BR;04183;POR;Zip;455827
26799252;BR;04184;POR;Zip;455827
26799253;BR;04185;POR;Zip;455827
26799254;BR;04186;POR;Zip;455827
22504148;BR;04202;POR;Zip;455827
22504149;BR;04203;POR;Zip;455827
26799255;BR;04205;POR;Zip;455827
22504151;BR;04206;POR;Zip;455827
22504152;BR;04207;POR;Zip;455827
22504153;BR;04208;POR;Zip;455827
22504154;BR;04209;POR;Zip;455827
22504155;BR;04210;POR;Zip;455827
22504156;BR;04212;POR;Zip;455827
26799256;BR;04213;POR;Zip;455827
22504157;BR;04216;POR;Zip;455827
22504158;BR;04217;POR;Zip;455827
26799257;BR;04218;POR;Zip;455827
22504159;BR;04221;POR;Zip;455827
22504160;BR;04222;POR;Zip;455827
22504161;BR;04225;POR;Zip;455827
22504162;BR;04230;POR;Zip;455827
26799258;BR;04243;POR;Zip;455827
22504163;BR;04246;POR;Zip;455827
26799259;BR;04247;POR;Zip;455827
26799260;BR;04255;POR;Zip;455827
26799261;BR;04257;POR;Zip;455827
26799262;BR;04258;POR;Zip;455827
26799263;BR;04260;POR;Zip;455827
22504164;BR;04265;POR;Zip;455827
22504165;BR;04267;POR;Zip;455827
22504166;BR;04268;POR;Zip;455827
22504167;BR;04269;POR;Zip;455827
22504168;BR;04273;POR;Zip;455827
22504169;BR;04276;POR;Zip;455827
22504170;BR;04277;POR;Zip;455827
15003334;BR;04278;POR;Zip;455827
22504171;BR;04283;POR;Zip;455827
22504172;BR;04284;POR;Zip;455827
22504173;BR;04285;POR;Zip;455827
26799264;BR;04292;POR;Zip;455827
26799265;BR;04309;POR;Zip;455827
26799266;BR;04311;POR;Zip;455827
26799267;BR;04321;POR;Zip;455827
26799268;BR;04344;POR;Zip;455827
26799269;BR;04355;POR;Zip;455827
26799270;BR;04357;POR;Zip;455827
26799271;BR;04363;POR;Zip;455827
26799272;BR;04366;POR;Zip;455827
26799273;BR;04368;POR;Zip;455827
26799274;BR;04378;POR;Zip;455827
26799275;BR;04384;POR;Zip;455827
26799276;BR;04405;POR;Zip;455827
26799277;BR;04428;POR;Zip;455827
26799278;BR;04447;POR;Zip;455827
26799279;BR;04449;POR;Zip;455827
26799280;BR;04457;POR;Zip;455827
26799281;BR;04463;POR;Zip;455827
26799282;BR;04464;POR;Zip;455827
22504175;BR;04501;POR;Zip;455827
26799283;BR;04502;POR;Zip;455827
26799284;BR;04506;POR;Zip;455827
26799285;BR;04507;POR;Zip;455827
26799286;BR;04508;POR;Zip;455827
26799287;BR;04509;POR;Zip;455827
26799288;BR;04510;POR;Zip;455827
26799289;BR;04511;POR;Zip;455827
26799290;BR;04512;POR;Zip;455827
26799291;BR;04513;POR;Zip;455827
26799292;BR;04514;POR;Zip;455827
22504176;BR;04515;POR;Zip;455827
22504177;BR;04516;POR;Zip;455827
15003342;BR;04517;POR;Zip;455827
22504178;BR;04520;POR;Zip;455827
26799293;BR;04521;POR;Zip;455827
26799294;BR;04522;POR;Zip;455827
22504179;BR;04523;POR;Zip;455827
26799295;BR;04524;POR;Zip;455827
26799296;BR;04530;POR;Zip;455827
26799297;BR;04531;POR;Zip;455827
26799298;BR;04532;POR;Zip;455827
26799299;BR;04533;POR;Zip;455827
26799300;BR;04534;POR;Zip;455827
26799301;BR;04535;POR;Zip;455827
26799302;BR;04536;POR;Zip;455827
26799303;BR;04537;POR;Zip;455827
15003345;BR;04538;POR;Zip;455827
26799304;BR;04542;POR;Zip;455827
26799305;BR;04543;POR;Zip;455827
22504180;BR;04545;POR;Zip;455827
26799306;BR;04546;POR;Zip;455827
26799307;BR;04547;POR;Zip;455827
26799308;BR;04548;POR;Zip;455827
26799309;BR;04549;POR;Zip;455827
26799310;BR;04550;POR;Zip;455827
26799311;BR;04551;POR;Zip;455827
26799312;BR;04552;POR;Zip;455827
15003347;BR;04553;POR;Zip;455827
22504181;BR;04556;POR;Zip;455827
22504182;BR;04559;POR;Zip;455827
26799313;BR;04560;POR;Zip;455827
26799314;BR;04561;POR;Zip;455827
26799315;BR;04562;POR;Zip;455827
26799316;BR;04563;POR;Zip;455827
26799317;BR;04564;POR;Zip;455827
26799318;BR;04565;POR;Zip;455827
26799319;BR;04566;POR;Zip;455827
26799320;BR;04567;POR;Zip;455827
26799321;BR;04569;POR;Zip;455827
26799322;BR;04570;POR;Zip;455827
26799323;BR;04571;POR;Zip;455827
26799324;BR;04575;POR;Zip;455827
26799325;BR;04578;POR;Zip;455827
26799326;BR;04583;POR;Zip;455827
26799327;BR;04601;POR;Zip;455827
26799328;BR;04602;POR;Zip;455827
26799329;BR;04603;POR;Zip;455827
26799330;BR;04604;POR;Zip;455827
26799331;BR;04605;POR;Zip;455827
26799332;BR;04608;POR;Zip;455827
26799333;BR;04609;POR;Zip;455827
26799334;BR;04610;POR;Zip;455827
26799335;BR;04614;POR;Zip;455827
26799336;BR;04615;POR;Zip;455827
26799337;BR;04616;POR;Zip;455827
26799338;BR;04617;POR;Zip;455827
26799339;BR;04618;POR;Zip;455827
26799340;BR;04619;POR;Zip;455827
26799341;BR;04623;POR;Zip;455827
26799342;BR;04624;POR;Zip;455827
26799343;BR;04625;POR;Zip;455827
26799344;BR;04626;POR;Zip;455827
26799345;BR;04627;POR;Zip;455827
26799346;BR;04633;POR;Zip;455827
26799347;BR;04634;POR;Zip;455827
26799348;BR;04636;POR;Zip;455827
26799349;BR;04646;POR;Zip;455827
26799350;BR;04648;POR;Zip;455827
26799351;BR;04660;POR;Zip;455827
26799352;BR;04661;POR;Zip;455827
26799353;BR;04662;POR;Zip;455827
26799354;BR;04663;POR;Zip;455827
26799355;BR;04669;POR;Zip;455827
26799356;BR;04671;POR;Zip;455827
26799357;BR;04672;POR;Zip;455827
26799358;BR;04674;POR;Zip;455827
26799359;BR;04675;POR;Zip;455827
26799360;BR;04685;POR;Zip;455827
26799361;BR;04686;POR;Zip;455827
26799362;BR;04689;POR;Zip;455827
26799363;BR;04691;POR;Zip;455827
26799364;BR;04693;POR;Zip;455827
26799365;BR;04696;POR;Zip;455827
26799366;BR;04703;POR;Zip;455827
26799367;BR;04704;POR;Zip;455827
26799368;BR;04705;POR;Zip;455827
26799369;BR;04706;POR;Zip;455827
26799370;BR;04707;POR;Zip;455827
26799371;BR;04708;POR;Zip;455827
26799372;BR;04709;POR;Zip;455827
26799373;BR;04710;POR;Zip;455827
26799374;BR;04711;POR;Zip;455827
26799375;BR;04713;POR;Zip;455827
26799376;BR;04715;POR;Zip;455827
26799377;BR;04717;POR;Zip;455827
26799378;BR;04719;POR;Zip;455827
26799379;BR;04723;POR;Zip;455827
26799380;BR;04724;POR;Zip;455827
26799381;BR;04726;POR;Zip;455827
26799382;BR;04728;POR;Zip;455827
26799383;BR;04730;POR;Zip;455827
26799384;BR;04733;POR;Zip;455827
26799385;BR;04734;POR;Zip;455827
26799386;BR;04738;POR;Zip;455827
26799387;BR;04740;POR;Zip;455827
26799388;BR;04741;POR;Zip;455827
26799389;BR;04743;POR;Zip;455827
26799390;BR;04744;POR;Zip;455827
26799391;BR;04746;POR;Zip;455827
26799392;BR;04747;POR;Zip;455827
26799393;BR;04750;POR;Zip;455827
26799394;BR;04751;POR;Zip;455827
26799395;BR;04752;POR;Zip;455827
26799396;BR;04753;POR;Zip;455827
26799397;BR;04754;POR;Zip;455827
26799398;BR;04764;POR;Zip;455827
26799399;BR;04766;POR;Zip;455827
26799400;BR;04776;POR;Zip;455827
26799401;BR;04777;POR;Zip;455827
26799402;BR;04779;POR;Zip;455827
26799403;BR;04790;POR;Zip;455827
26799404;BR;04791;POR;Zip;455827
26799405;BR;04794;POR;Zip;455827
26799406;BR;04795;POR;Zip;455827
26799407;BR;04807;POR;Zip;455827
26799408;BR;04808;POR;Zip;455827
26799409;BR;04816;POR;Zip;455827
26799410;BR;04833;POR;Zip;455827
26799411;BR;04836;POR;Zip;455827
26799412;BR;04840;POR;Zip;455827
26799413;BR;04846;POR;Zip;455827
26799414;BR;04847;POR;Zip;455827
26799415;BR;04860;POR;Zip;455827
26799416;BR;04897;POR;Zip;455827
26799417;BR;04901;POR;Zip;455827
15003350;BR;05001;POR;Zip;455827
26799418;BR;05002;POR;Zip;455827
26799419;BR;05005;POR;Zip;455827
26799420;BR;05006;POR;Zip;455827
26799421;BR;05008;POR;Zip;455827
26799422;BR;05009;POR;Zip;455827
26799423;BR;05011;POR;Zip;455827
26799424;BR;05013;POR;Zip;455827
26799425;BR;05014;POR;Zip;455827
26799426;BR;05015;POR;Zip;455827
26799427;BR;05016;POR;Zip;455827
26799428;BR;05018;POR;Zip;455827
26799429;BR;05019;POR;Zip;455827
26799430;BR;05021;POR;Zip;455827
15003352;BR;05022;POR;Zip;455827
26799431;BR;05033;POR;Zip;455827
26799432;BR;05036;POR;Zip;455827
26799433;BR;05037;POR;Zip;455827
26799434;BR;05038;POR;Zip;455827
26799435;BR;05042;POR;Zip;455827
26799436;BR;05044;POR;Zip;455827
26799437;BR;05046;POR;Zip;455827
26799438;BR;05047;POR;Zip;455827
26799439;BR;05049;POR;Zip;455827
26799440;BR;05051;POR;Zip;455827
26799441;BR;05052;POR;Zip;455827
26799442;BR;05056;POR;Zip;455827
26799443;BR;05058;POR;Zip;455827
26799444;BR;05060;POR;Zip;455827
26799445;BR;05061;POR;Zip;455827
26799446;BR;05065;POR;Zip;455827
26799447;BR;05066;POR;Zip;455827
26799448;BR;05067;POR;Zip;455827
26799449;BR;05068;POR;Zip;455827
26799450;BR;05069;POR;Zip;455827
26799451;BR;05072;POR;Zip;455827
26799452;BR;05073;POR;Zip;455827
26799453;BR;05074;POR;Zip;455827
26799454;BR;05075;POR;Zip;455827
26799455;BR;05077;POR;Zip;455827
26799456;BR;05078;POR;Zip;455827
26799457;BR;05082;POR;Zip;455827
26799458;BR;05083;POR;Zip;455827
26799459;BR;05085;POR;Zip;455827
26799460;BR;05086;POR;Zip;455827
26799461;BR;05087;POR;Zip;455827
26799462;BR;05088;POR;Zip;455827
26799463;BR;05089;POR;Zip;455827
26799464;BR;05092;POR;Zip;455827
26799465;BR;05093;POR;Zip;455827
26799466;BR;05094;POR;Zip;455827
26799467;BR;05101;POR;Zip;455827
26799468;BR;05106;POR;Zip;455827
26799469;BR;05110;POR;Zip;455827
26799470;BR;05112;POR;Zip;455827
26799471;BR;05113;POR;Zip;455827
26799472;BR;05114;POR;Zip;455827
26799473;BR;05117;POR;Zip;455827
26799474;BR;05118;POR;Zip;455827
26799475;BR;05119;POR;Zip;455827
26799476;BR;05120;POR;Zip;455827
26799477;BR;05121;POR;Zip;455827
26799478;BR;05124;POR;Zip;455827
26799479;BR;05126;POR;Zip;455827
26799480;BR;05127;POR;Zip;455827
26799481;BR;05128;POR;Zip;455827
26799482;BR;05131;POR;Zip;455827
26799483;BR;05132;POR;Zip;455827
26799484;BR;05133;POR;Zip;455827
26799485;BR;05134;POR;Zip;455827
26799486;BR;05135;POR;Zip;455827
26799487;BR;05138;POR;Zip;455827
26799488;BR;05143;POR;Zip;455827
26799489;BR;05144;POR;Zip;455827
26799490;BR;05145;POR;Zip;455827
26799491;BR;05154;POR;Zip;455827
26799492;BR;05157;POR;Zip;455827
26799493;BR;05159;POR;Zip;455827
26799494;BR;05161;POR;Zip;455827
26799495;BR;05174;POR;Zip;455827
26799496;BR;05181;POR;Zip;455827
26799497;BR;05186;POR;Zip;455827
26799498;BR;05187;POR;Zip;455827
26799499;BR;05204;POR;Zip;455827
26799500;BR;05271;POR;Zip;455827
26799501;BR;05276;POR;Zip;455827
26799502;BR;05302;POR;Zip;455827
26799503;BR;05303;POR;Zip;455827
26799504;BR;05304;POR;Zip;455827
26799505;BR;05305;POR;Zip;455827
26799506;BR;05307;POR;Zip;455827
26799507;BR;05311;POR;Zip;455827
26799508;BR;05314;POR;Zip;455827
26799509;BR;05315;POR;Zip;455827
26799510;BR;05316;POR;Zip;455827
26799511;BR;05317;POR;Zip;455827
26799512;BR;05318;POR;Zip;455827
22504184;BR;05319;POR;Zip;455827
26799513;BR;05321;POR;Zip;455827
26799514;BR;05322;POR;Zip;455827
26799515;BR;05323;POR;Zip;455827
26799516;BR;05328;POR;Zip;455827
26799517;BR;05329;POR;Zip;455827
26799518;BR;05338;POR;Zip;455827
26799519;BR;05339;POR;Zip;455827
26799520;BR;05340;POR;Zip;455827
26799521;BR;05345;POR;Zip;455827
26799522;BR;05346;POR;Zip;455827
26799523;BR;05347;POR;Zip;455827
26799524;BR;05348;POR;Zip;455827
26799525;BR;05350;POR;Zip;455827
26799526;BR;05351;POR;Zip;455827
26799527;BR;05352;POR;Zip;455827
26799528;BR;05353;POR;Zip;455827
26799529;BR;05356;POR;Zip;455827
26799530;BR;05359;POR;Zip;455827
26799531;BR;05360;POR;Zip;455827
26799532;BR;05363;POR;Zip;455827
26799533;BR;05366;POR;Zip;455827
26799534;BR;05372;POR;Zip;455827
26799535;BR;05379;POR;Zip;455827
26799536;BR;05396;POR;Zip;455827
26799537;BR;05397;POR;Zip;455827
22504185;BR;05402;POR;Zip;455827
26799538;BR;05403;POR;Zip;455827
26799539;BR;05405;POR;Zip;455827
26799540;BR;05407;POR;Zip;455827
26799541;BR;05409;POR;Zip;455827
26799542;BR;05410;POR;Zip;455827
26799543;BR;05411;POR;Zip;455827
26799544;BR;05412;POR;Zip;455827
26799545;BR;05413;POR;Zip;455827
26799546;BR;05414;POR;Zip;455827
26799547;BR;05416;POR;Zip;455827
26799548;BR;05419;POR;Zip;455827
26799549;BR;05420;POR;Zip;455827
26799550;BR;05422;POR;Zip;455827
26799551;BR;05423;POR;Zip;455827
26799552;BR;05424;POR;Zip;455827
26799553;BR;05425;POR;Zip;455827
26799554;BR;05427;POR;Zip;455827
26799555;BR;05429;POR;Zip;455827
26799556;BR;05435;POR;Zip;455827
26799557;BR;05438;POR;Zip;455827
26799558;BR;05446;POR;Zip;455827
26799559;BR;05455;POR;Zip;455827
26799560;BR;05458;POR;Zip;455827
26799561;BR;05459;POR;Zip;455827
26799562;BR;05466;POR;Zip;455827
26799563;BR;05468;POR;Zip;455827
26799564;BR;05469;POR;Zip;455827
26799565;BR;05477;POR;Zip;455827
26799566;BR;05503;POR;Zip;455827
26799567;BR;05508;POR;Zip;455827
26799568;BR;05509;POR;Zip;455827
26799569;BR;05512;POR;Zip;455827
26799570;BR;05513;POR;Zip;455827
26799571;BR;05516;POR;Zip;455827
26799572;BR;05520;POR;Zip;455827
26799573;BR;05521;POR;Zip;455827
26799574;BR;05525;POR;Zip;455827
26799575;BR;05536;POR;Zip;455827
26799576;BR;05539;POR;Zip;455827
26799577;BR;05545;POR;Zip;455827
26799578;BR;05548;POR;Zip;455827
26799579;BR;05560;POR;Zip;455827
26799580;BR;05564;POR;Zip;455827
26799581;BR;05565;POR;Zip;455827
26799582;BR;05568;POR;Zip;455827
26799583;BR;05569;POR;Zip;455827
26799584;BR;05572;POR;Zip;455827
26799585;BR;05573;POR;Zip;455827
26799586;BR;05576;POR;Zip;455827
26799587;BR;05577;POR;Zip;455827
26799588;BR;05579;POR;Zip;455827
26799589;BR;05581;POR;Zip;455827
26799590;BR;05586;POR;Zip;455827
26799591;BR;05588;POR;Zip;455827
26799592;BR;05615;POR;Zip;455827
26799593;BR;05616;POR;Zip;455827
26799594;BR;05617;POR;Zip;455827
26799595;BR;05618;POR;Zip;455827
26799596;BR;05625;POR;Zip;455827
26799597;BR;05629;POR;Zip;455827
26799598;BR;05630;POR;Zip;455827
26799599;BR;05634;POR;Zip;455827
26799600;BR;05640;POR;Zip;455827
26799601;BR;05641;POR;Zip;455827
26799602;BR;05642;POR;Zip;455827
26799603;BR;05650;POR;Zip;455827
26799604;BR;05651;POR;Zip;455827
26799605;BR;05652;POR;Zip;455827
26799606;BR;05657;POR;Zip;455827
26799607;BR;05659;POR;Zip;455827
26799608;BR;05662;POR;Zip;455827
26799609;BR;05663;POR;Zip;455827
26799610;BR;05684;POR;Zip;455827
26799611;BR;05685;POR;Zip;455827
26799612;BR;05686;POR;Zip;455827
26799613;BR;05687;POR;Zip;455827
26799614;BR;05688;POR;Zip;455827
26799615;BR;05690;POR;Zip;455827
26799616;BR;05698;POR;Zip;455827
26799617;BR;05699;POR;Zip;455827
26799618;BR;05705;POR;Zip;455827
26799619;BR;05711;POR;Zip;455827
26799620;BR;05713;POR;Zip;455827
26799621;BR;05724;POR;Zip;455827
26799622;BR;05727;POR;Zip;455827
26799623;BR;05730;POR;Zip;455827
26799624;BR;05754;POR;Zip;455827
26799625;BR;05757;POR;Zip;455827
26799626;BR;05758;POR;Zip;455827
26799627;BR;05763;POR;Zip;455827
26799628;BR;05765;POR;Zip;455827
26799629;BR;05766;POR;Zip;455827
26799630;BR;05767;POR;Zip;455827
26799631;BR;05775;POR;Zip;455827
26799632;BR;05777;POR;Zip;455827
26799633;BR;05780;POR;Zip;455827
26799634;BR;05783;POR;Zip;455827
26799635;BR;05784;POR;Zip;455827
26799636;BR;05786;POR;Zip;455827
26799637;BR;05787;POR;Zip;455827
26799638;BR;05789;POR;Zip;455827
26799639;BR;05791;POR;Zip;455827
26799640;BR;05792;POR;Zip;455827
26799641;BR;05794;POR;Zip;455827
26799642;BR;05795;POR;Zip;455827
26799643;BR;05835;POR;Zip;455827
26799644;BR;05846;POR;Zip;455827
26799645;BR;05847;POR;Zip;455827
26799646;BR;05858;POR;Zip;455827
26799647;BR;05859;POR;Zip;455827
26799648;BR;05860;POR;Zip;455827
26799649;BR;05861;POR;Zip;455827
26799650;BR;05862;POR;Zip;455827
26799651;BR;05863;POR;Zip;455827
26799652;BR;05866;POR;Zip;455827
26799653;BR;05886;POR;Zip;455827
26799654;BR;05890;POR;Zip;455827
26799655;BR;05892;POR;Zip;455827
22504186;BR;06010;POR;Zip;455894
26799656;BR;06016;POR;Zip;455894
26799657;BR;06018;POR;Zip;455894
26799658;BR;06020;POR;Zip;455894
26799659;BR;06023;POR;Zip;455894
26799660;BR;06026;POR;Zip;455894
26799661;BR;06028;POR;Zip;455894
26799662;BR;06029;POR;Zip;455894
26799663;BR;06030;POR;Zip;455894
26799664;BR;06033;POR;Zip;455894
26799665;BR;06036;POR;Zip;455894
26799666;BR;06040;POR;Zip;455894
26799667;BR;06053;POR;Zip;455894
26799668;BR;06070;POR;Zip;455894
26799669;BR;06080;POR;Zip;455894
26799670;BR;06083;POR;Zip;455894
26799671;BR;06086;POR;Zip;455894
26799672;BR;06090;POR;Zip;455894
26799673;BR;06093;POR;Zip;455894
26799674;BR;06097;POR;Zip;455894
26799675;BR;06110;POR;Zip;455894
26798711;BR;06114;POR;Zip;455894
26799676;BR;06132;POR;Zip;455894
26799677;BR;06140;POR;Zip;455894
26799678;BR;06149;POR;Zip;455894
26799679;BR;06194;POR;Zip;455894
26799680;BR;06210;POR;Zip;455894
26798712;BR;06213;POR;Zip;455894
26799681;BR;06216;POR;Zip;455894
26799682;BR;06226;POR;Zip;455894
26799683;BR;06230;POR;Zip;455894
26799684;BR;06233;POR;Zip;455894
26799685;BR;06250;POR;Zip;455894
26799686;BR;06268;POR;Zip;455894
26799687;BR;06276;POR;Zip;455894
26799688;BR;06278;POR;Zip;455894
26799689;BR;06296;POR;Zip;455894
12818524;BR;06300;POR;Zip;428495
22504187;BR;06310;POR;Zip;428495
26799690;BR;06317;POR;Zip;428495
26799691;BR;06320;POR;Zip;428495
26799692;BR;06325;POR;Zip;428495
26799693;BR;06345;POR;Zip;428495
26799694;BR;06365;POR;Zip;428495
26799695;BR;06366;POR;Zip;428495
26799696;BR;06380;POR;Zip;428495
26799697;BR;06387;POR;Zip;428495
26799698;BR;06395;POR;Zip;428495
26799699;BR;06396;POR;Zip;428495
12818525;BR;06400;POR;Zip;424228
26799700;BR;06402;POR;Zip;424228
26799701;BR;06405;POR;Zip;424228
26799702;BR;06406;POR;Zip;424228
26799703;BR;06407;POR;Zip;424228
26799704;BR;06408;POR;Zip;424228
26799705;BR;06409;POR;Zip;424228
26799706;BR;06410;POR;Zip;424228
26799707;BR;06411;POR;Zip;424228
26799708;BR;06412;POR;Zip;424228
26799709;BR;06413;POR;Zip;424228
26799710;BR;06415;POR;Zip;424228
26799711;BR;06419;POR;Zip;424228
26799712;BR;06420;POR;Zip;424228
26799713;BR;06444;POR;Zip;424228
22504189;BR;06454;POR;Zip;424228
22504190;BR;06455;POR;Zip;424228
26799714;BR;06460;POR;Zip;424228
26799715;BR;06465;POR;Zip;424228
26799716;BR;06473;POR;Zip;424228
26799717;BR;06480;POR;Zip;424228
26799718;BR;06612;POR;Zip;436518
26799719;BR;06624;POR;Zip;436518
15003360;BR;06653;POR;Zip;455961
12818529;BR;06700;POR;Zip;456160
26799720;BR;06707;POR;Zip;456160
26799721;BR;06708;POR;Zip;456160
26799722;BR;06709;POR;Zip;456160
26799723;BR;06711;POR;Zip;456160
26799724;BR;06713;POR;Zip;456160
26799725;BR;06716;POR;Zip;456160
26799726;BR;06717;POR;Zip;456160
26799727;BR;06723;POR;Zip;456160
12818530;BR;06725;POR;Zip;456160
26799728;BR;06727;POR;Zip;456160
26799729;BR;06729;POR;Zip;456160
22504192;BR;06753;POR;Zip;456160
26799730;BR;06760;POR;Zip;452815
26799731;BR;06763;POR;Zip;452815
26799732;BR;06764;POR;Zip;452815
26799733;BR;06765;POR;Zip;452815
26799734;BR;06767;POR;Zip;452815
26799735;BR;06768;POR;Zip;452815
26799736;BR;06775;POR;Zip;452815
26799737;BR;06780;POR;Zip;452815
26799738;BR;06793;POR;Zip;452815
22504193;BR;06803;POR;Zip;431440
26799739;BR;06810;POR;Zip;431440
26799740;BR;06813;POR;Zip;431440
26799741;BR;06816;POR;Zip;431440
26799742;BR;06818;POR;Zip;431440
26799743;BR;06827;POR;Zip;431440
26799744;BR;06830;POR;Zip;431440
26799745;BR;06833;POR;Zip;431440
26799746;BR;06835;POR;Zip;431440
26799747;BR;06844;POR;Zip;431440
26799748;BR;06845;POR;Zip;431440
12818533;BR;06850;POR;Zip;455959
26799749;BR;06885;POR;Zip;455959
12818535;BR;06900;POR;Zip;431441
12818536;BR;06950;POR;Zip;437403
12818537;BR;07000;POR;Zip;455867
22504194;BR;07010;POR;Zip;455867
26799750;BR;07030;POR;Zip;455867
26799751;BR;07032;POR;Zip;455867
26799752;BR;07034;POR;Zip;455867
26799753;BR;07043;POR;Zip;455867
26799754;BR;07044;POR;Zip;455867
26799755;BR;07051;POR;Zip;455867
26799756;BR;07061;POR;Zip;455867
26799757;BR;07077;POR;Zip;455867
26799758;BR;07097;POR;Zip;455867
26799759;BR;07111;POR;Zip;455867
26798732;BR;07122;POR;Zip;455867
26799760;BR;07133;POR;Zip;455867
26799761;BR;07140;POR;Zip;455867
26799762;BR;07141;POR;Zip;455867
26799763;BR;07143;POR;Zip;455867
26799764;BR;07146;POR;Zip;455867
26799765;BR;07150;POR;Zip;455867
26799766;BR;07170;POR;Zip;455867
26799767;BR;07173;POR;Zip;455867
26799768;BR;07174;POR;Zip;455867
26799769;BR;07175;POR;Zip;455867
26799770;BR;07176;POR;Zip;455867
26799771;BR;07180;POR;Zip;455867
26799772;BR;07181;POR;Zip;455867
26799773;BR;07183;POR;Zip;455867
26799774;BR;07190;POR;Zip;455867
26799775;BR;07192;POR;Zip;455867
26799776;BR;07196;POR;Zip;455867
26799777;BR;07210;POR;Zip;455867
26798731;BR;07220;POR;Zip;455867
26799778;BR;07222;POR;Zip;455867
26799779;BR;07272;POR;Zip;455867
22504195;BR;07760;POR;Zip;12581903
22504196;BR;07770;POR;Zip;426987
12818543;BR;07780;POR;Zip;426987
12818544;BR;07800;POR;Zip;434061
26799780;BR;07803;POR;Zip;434061
26799781;BR;07851;POR;Zip;434061
26799782;BR;07859;POR;Zip;434061
22504197;BR;08010;POR;Zip;455827
26799783;BR;08030;POR;Zip;455827
