WOEID;ISO Country Code;Preferred "Normal" Name;Language Code of Name;laceType Code;Parent ID
2344844;BR;Acre;POR;State;23424768
2344845;BR;Alagoas;POR;State;23424768
2344846;BR;Amapá;POR;State;23424768
2344847;BR;Amazonas;POR;State;23424768
2344848;BR;Bahia;POR;State;23424768
2344849;BR;Ceará;POR;State;23424768
2344850;BR;Distrito Federal;POR;State;23424768
2344851;BR;Espírito Santo;POR;State;23424768
2344852;BR;Goiás;POR;State;23424768
2344853;BR;Mato Grosso do Sul;POR;State;23424768
2344854;BR;Maranhão;POR;State;23424768
2344855;BR;Mato Grosso;POR;State;23424768
2344856;BR;Minas Gerais;POR;State;23424768
2344857;BR;Pará;POR;State;23424768
2344858;BR;Paraíba;POR;State;23424768
2344859;BR;Paraná;POR;State;23424768
2344860;BR;Pernambuco;POR;State;23424768
2344861;BR;Piauí;POR;State;23424768
2344862;BR;Rio de Janeiro;POR;State;23424768
2344863;BR;Rio Grande do Norte;POR;State;23424768
2344864;BR;Rio Grande do Sul;POR;State;23424768
2344865;BR;Rondônia;POR;State;23424768
2344866;BR;Roraima;POR;State;23424768
2344867;BR;Santa Catarina;POR;State;23424768
2344868;BR;São Paulo;POR;State;23424768
2344869;BR;Sergipe;POR;State;23424768
2344870;BR;Tocantins;POR;State;23424768
12578051;BR;Assis Brasil;POR;County;2344844
12578052;BR;Brasiléia;POR;County;2344844
12578053;BR;Cruzeiro do Sul;POR;County;2344844
12578054;BR;Feijó;POR;County;2344844
12578055;BR;Mâncio Lima;POR;County;2344844
12578056;BR;Manoel Urbano;POR;County;2344844
12578057;BR;Plácido de Castro;POR;County;2344844
12578058;BR;Rio Branco;POR;County;2344844
12578059;BR;Sena Madureira;POR;County;2344844
12578060;BR;Senador Guiomard;POR;County;2344844
12578061;BR;Tarauacá;POR;County;2344844
12578062;BR;Xapuri;POR;County;2344844
12578063;BR;Água Branca;POR;County;2344845
12578064;BR;Anadia;POR;County;2344845
12578065;BR;Arapiraca;POR;County;2344845
12578066;BR;Atalaia;POR;County;2344845
12578067;BR;Barra de Santo Antônio;POR;County;2344845
12578068;BR;Barra de São Miguel;POR;County;2344845
12578069;BR;Batalha;POR;County;2344845
12578070;BR;Belém;POR;County;2344845
12578071;BR;Belo Monte;POR;County;2344845
12578072;BR;Boca da Mata;POR;County;2344845
12578073;BR;Branquinha;POR;County;2344845
12578074;BR;Cacimbinhas;POR;County;2344845
12578075;BR;Cajueiro;POR;County;2344845
12578076;BR;Campo Alegre;POR;County;2344845
12578077;BR;Campo Grande;POR;County;2344845
12578078;BR;Canapi;POR;County;2344845
12578079;BR;Capela;POR;County;2344845
12578080;BR;Carneiros;POR;County;2344845
12578081;BR;Chã Preta;POR;County;2344845
12578082;BR;Coité do Nóia;POR;County;2344845
12578083;BR;Colônia Leopoldina;POR;County;2344845
12578084;BR;Coqueiro Seco;POR;County;2344845
12578085;BR;Coruripe;POR;County;2344845
12578086;BR;Craíbas;POR;County;2344845
12578087;BR;Delmiro Gouveia;POR;County;2344845
12578088;BR;Dois Riachos;POR;County;2344845
12578089;BR;Feira Grande;POR;County;2344845
12578090;BR;Feliz Deserto;POR;County;2344845
12578091;BR;Flexeiras;POR;County;2344845
12578092;BR;Girau do Ponciano;POR;County;2344845
12578093;BR;Ibateguara;POR;County;2344845
12578094;BR;Igaci;POR;County;2344845
12578095;BR;Igreja Nova;POR;County;2344845
12578096;BR;Inhapi;POR;County;2344845
12578097;BR;Jacaré dos Homens;POR;County;2344845
12578098;BR;Jacuípe;POR;County;2344845
12578099;BR;Japaratinga;POR;County;2344845
12578100;BR;Jaramataia;POR;County;2344845
12578101;BR;Joaquim Gomes;POR;County;2344845
12578102;BR;Jundiá;POR;County;2344845
12578103;BR;Junqueiro;POR;County;2344845
12578104;BR;Lagoa da Canoa;POR;County;2344845
12578105;BR;Limoeiro de Anadia;POR;County;2344845
12578106;BR;Maceió;POR;County;2344845
12578107;BR;Major Isidoro;POR;County;2344845
12578108;BR;Mar Vermelho;POR;County;2344845
12578109;BR;Maragogi;POR;County;2344845
12578110;BR;Maravilha;POR;County;2344845
12578111;BR;Marechal Deodoro;POR;County;2344845
12578112;BR;Maribondo;POR;County;2344845
12578113;BR;Mata Grande;POR;County;2344845
12578114;BR;Matriz de Camaragibe;POR;County;2344845
12578115;BR;Messias;POR;County;2344845
12578116;BR;Minador do Negrão;POR;County;2344845
12578117;BR;Monteirópolis;POR;County;2344845
12578118;BR;Murici;POR;County;2344845
12578119;BR;Novo Lino;POR;County;2344845
12578120;BR;Olho d'-gua das Flores;POR;County;2344845
12578121;BR;Olho d'-gua do Casado;POR;County;2344845
12578122;BR;Olho d'-gua Grande;POR;County;2344845
12578123;BR;Olivença;POR;County;2344845
12578124;BR;Ouro Branco;POR;County;2344845
12578125;BR;Palestina;POR;County;2344845
12578126;BR;Palmeira dos µndios;POR;County;2344845
12578127;BR;Pão de Açúcar;POR;County;2344845
12578128;BR;Passo de Camaragibe;POR;County;2344845
12578129;BR;Paulo Jacinto;POR;County;2344845
12578130;BR;Penedo;POR;County;2344845
12578131;BR;Piaçabuçu;POR;County;2344845
12578132;BR;Pilar;POR;County;2344845
12578133;BR;Pindoba;POR;County;2344845
12578134;BR;Piranhas;POR;County;2344845
12578135;BR;Poço das Trincheiras;POR;County;2344845
12578136;BR;Porto Calvo;POR;County;2344845
12578137;BR;Porto de Pedras;POR;County;2344845
12578138;BR;Porto Real do Colégio;POR;County;2344845
12578139;BR;Quebrangulo;POR;County;2344845
12578140;BR;Rio Largo;POR;County;2344845
12578141;BR;Roteiro;POR;County;2344845
12578142;BR;Santa Luzia do Norte;POR;County;2344845
12578143;BR;Santana do Ipanema;POR;County;2344845
12578144;BR;Santana do Mundaú;POR;County;2344845
12578145;BR;São Brás;POR;County;2344845
12578146;BR;São José da Laje;POR;County;2344845
12578147;BR;São José da Tapera;POR;County;2344845
12578148;BR;São Luís do Quitunde;POR;County;2344845
12578149;BR;São Miguel dos Campos;POR;County;2344845
12578150;BR;São Miguel dos Milagres;POR;County;2344845
12578151;BR;São Sebastião;POR;County;2344845
12578152;BR;Satuba;POR;County;2344845
12578153;BR;Senador Rui Palmeira;POR;County;2344845
12578154;BR;Tanque d'Arca;POR;County;2344845
12578155;BR;Taquarana;POR;County;2344845
12578156;BR;Teotônio Vilela;POR;County;2344845
12578157;BR;Traipu;POR;County;2344845
12578158;BR;União dos Palmares;POR;County;2344845
12578159;BR;Viçosa;POR;County;2344845
12578160;BR;Amapá;POR;County;2344846
12578161;BR;Calçoene;POR;County;2344846
12578162;BR;Ferreira Gomes;POR;County;2344846
12578163;BR;Laranjal do Jari;POR;County;2344846
12578164;BR;Macapá;POR;County;2344846
12578165;BR;Mazagão;POR;County;2344846
12578166;BR;Oiapoque;POR;County;2344846
12578167;BR;Santana;POR;County;2344846
12578168;BR;Tartarugalzinho;POR;County;2344846
12578169;BR;Alvarães;POR;County;2344847
12578170;BR;Amaturá;POR;County;2344847
12578171;BR;Anamã;POR;County;2344847
12578172;BR;Anori;POR;County;2344847
12578173;BR;Apuí;POR;County;2344847
12578174;BR;Atalaia do Norte;POR;County;2344847
12578175;BR;Autazes;POR;County;2344847
12578176;BR;Barcelos;POR;County;2344847
12578177;BR;Barreirinha;POR;County;2344847
12578178;BR;Benjamin Constant;POR;County;2344847
12578179;BR;Beruri;POR;County;2344847
12578180;BR;Boa Vista do Ramos;POR;County;2344847
12578181;BR;Boca do Acre;POR;County;2344847
12578182;BR;Borba;POR;County;2344847
12578183;BR;Caapiranga;POR;County;2344847
12578184;BR;Canutama;POR;County;2344847
12578185;BR;Carauari;POR;County;2344847
12578186;BR;Careiro;POR;County;2344847
12578187;BR;Careiro da Várzea;POR;County;2344847
12578188;BR;Coari;POR;County;2344847
12578189;BR;Codajás;POR;County;2344847
12578190;BR;Eirunepé;POR;County;2344847
12578191;BR;Envira;POR;County;2344847
12578192;BR;Fonte Boa;POR;County;2344847
12578193;BR;Guajará;POR;County;2344847
12578194;BR;Humaitá;POR;County;2344847
12578195;BR;Ipixuna;POR;County;2344847
12578196;BR;Iranduba;POR;County;2344847
12578197;BR;Itacoatiara;POR;County;2344847
12578198;BR;Itamarati;POR;County;2344847
12578199;BR;Itapiranga;POR;County;2344847
12578200;BR;Japurá;POR;County;2344847
12578201;BR;Juruá;POR;County;2344847
12578202;BR;Jutaí;POR;County;2344847
12578203;BR;Lábrea;POR;County;2344847
12578204;BR;Manacapuru;POR;County;2344847
12578205;BR;Manaquiri;POR;County;2344847
12578206;BR;Manaus;POR;County;2344847
12578207;BR;Manicoré;POR;County;2344847
12578208;BR;Maraã;POR;County;2344847
12578209;BR;Maués;POR;County;2344847
12578210;BR;Nhamundá;POR;County;2344847
12578211;BR;Nova Olinda do Norte;POR;County;2344847
12578212;BR;Novo Airão;POR;County;2344847
12578213;BR;Novo Aripuanã;POR;County;2344847
12578214;BR;Parintins;POR;County;2344847
12578215;BR;Pauini;POR;County;2344847
12578216;BR;Presidente Figueiredo;POR;County;2344847
12578217;BR;Rio Preto da Eva;POR;County;2344847
12578218;BR;Santa Isabel do Rio Negro;POR;County;2344847
12578219;BR;Santo Antônio do Içá;POR;County;2344847
12578220;BR;São Gabriel da Cachoeira;POR;County;2344847
12578221;BR;São Paulo de Olivença;POR;County;2344847
12578222;BR;São Sebastião do Uatumã;POR;County;2344847
12578223;BR;Silves;POR;County;2344847
12578224;BR;Tabatinga;POR;County;2344847
12578225;BR;Tapauá;POR;County;2344847
12578226;BR;Tefé;POR;County;2344847
12578227;BR;Tonantins;POR;County;2344847
12578228;BR;Uarini;POR;County;2344847
12578229;BR;Urucará;POR;County;2344847
12578230;BR;Urucurituba;POR;County;2344847
12578231;BR;Abaíra;POR;County;2344848
12578232;BR;Abaré;POR;County;2344848
12578233;BR;Acajutiba;POR;County;2344848
12578234;BR;Adustina;POR;County;2344848
12578235;BR;Água Fria;POR;County;2344848
12578236;BR;Aiquara;POR;County;2344848
12578237;BR;Alagoinhas;POR;County;2344848
12578238;BR;Alcobaça;POR;County;2344848
12578239;BR;Almadina;POR;County;2344848
12578240;BR;Amargosa;POR;County;2344848
12578241;BR;Amélia Rodrigues;POR;County;2344848
12578242;BR;América Dourada;POR;County;2344848
12578243;BR;Anagé;POR;County;2344848
12578244;BR;Andaraí;POR;County;2344848
12578245;BR;Andorinha;POR;County;2344848
12578246;BR;Angical;POR;County;2344848
12578247;BR;Anguera;POR;County;2344848
12578248;BR;Antas;POR;County;2344848
12578249;BR;Antônio Cardoso;POR;County;2344848
12578250;BR;Antônio Gonçalves;POR;County;2344848
12578251;BR;Aporá;POR;County;2344848
12578252;BR;Apuarema;POR;County;2344848
12578253;BR;Araçás;POR;County;2344848
12578254;BR;Aracatu;POR;County;2344848
12578255;BR;Araci;POR;County;2344848
12578256;BR;Aramari;POR;County;2344848
12578257;BR;Arataca;POR;County;2344848
12578258;BR;Aratuípe;POR;County;2344848
12578259;BR;Aurelino Leal;POR;County;2344848
12578260;BR;Baianópolis;POR;County;2344848
12578261;BR;Baixa Grande;POR;County;2344848
12578262;BR;Banzaê;POR;County;2344848
12578263;BR;Barra;POR;County;2344848
12578264;BR;Barra da Estiva;POR;County;2344848
12578265;BR;Barra do Choça;POR;County;2344848
12578266;BR;Barra do Mendes;POR;County;2344848
12578267;BR;Barra do Rocha;POR;County;2344848
12578268;BR;Barreiras;POR;County;2344848
12578269;BR;Barro Alto;POR;County;2344848
12578270;BR;Barro Preto;POR;County;2344848
12578271;BR;Belmonte;POR;County;2344848
12578272;BR;Belo Campo;POR;County;2344848
12578273;BR;Biritinga;POR;County;2344848
12578274;BR;Boa Nova;POR;County;2344848
12578275;BR;Boa Vista do Tupim;POR;County;2344848
12578276;BR;Bom Jesus da Lapa;POR;County;2344848
12578277;BR;Bom Jesus da Serra;POR;County;2344848
12578278;BR;Boninal;POR;County;2344848
12578279;BR;Bonito;POR;County;2344848
12578280;BR;Boquira;POR;County;2344848
12578281;BR;Botuporã;POR;County;2344848
12578282;BR;Brejões;POR;County;2344848
12578283;BR;Brejolândia;POR;County;2344848
12578284;BR;Brotas de Macaúbas;POR;County;2344848
12578285;BR;Brumado;POR;County;2344848
12578286;BR;Buerarema;POR;County;2344848
12578287;BR;Buritirama;POR;County;2344848
12578288;BR;Caatiba;POR;County;2344848
12578289;BR;Cabaceiras do Paraguaçu;POR;County;2344848
12578290;BR;Cachoeira;POR;County;2344848
12578291;BR;Caculé;POR;County;2344848
12578292;BR;Caém;POR;County;2344848
12578293;BR;Caetanos;POR;County;2344848
12578294;BR;Caetité;POR;County;2344848
12578295;BR;Cafarnaum;POR;County;2344848
12578296;BR;Cairu;POR;County;2344848
12578297;BR;Caldeirão Grande;POR;County;2344848
12578298;BR;Camacan;POR;County;2344848
12578299;BR;Camaçari;POR;County;2344848
12578300;BR;Camamu;POR;County;2344848
12578301;BR;Campo Alegre de Lourdes;POR;County;2344848
12578302;BR;Campo Formoso;POR;County;2344848
12578303;BR;Canápolis;POR;County;2344848
12578304;BR;Canarana;POR;County;2344848
12578305;BR;Canavieiras;POR;County;2344848
12578306;BR;Candeal;POR;County;2344848
12578307;BR;Candeias;POR;County;2344848
12578308;BR;Candiba;POR;County;2344848
12578309;BR;Cândido Sales;POR;County;2344848
12578310;BR;Cansanção;POR;County;2344848
12578311;BR;Canudos;POR;County;2344848
12578312;BR;Capela do Alto Alegre;POR;County;2344848
12578313;BR;Capim Grosso;POR;County;2344848
12578314;BR;Caraíbas;POR;County;2344848
12578315;BR;Caravelas;POR;County;2344848
12578316;BR;Cardeal da Silva;POR;County;2344848
12578317;BR;Carinhanha;POR;County;2344848
12578318;BR;Casa Nova;POR;County;2344848
12578319;BR;Castro Alves;POR;County;2344848
12578320;BR;Catolândia;POR;County;2344848
12578321;BR;Catu;POR;County;2344848
12578322;BR;Caturama;POR;County;2344848
12578323;BR;Central;POR;County;2344848
12578324;BR;Chorrochó;POR;County;2344848
12578325;BR;Cícero Dantas;POR;County;2344848
12578326;BR;Cipó;POR;County;2344848
12578327;BR;Coaraci;POR;County;2344848
12578328;BR;Cocos;POR;County;2344848
12578329;BR;Conceição da Feira;POR;County;2344848
12578330;BR;Conceição do Almeida;POR;County;2344848
12578331;BR;Conceição do Coité;POR;County;2344848
12578332;BR;Conceição do Jacuípe;POR;County;2344848
12578333;BR;Conde;POR;County;2344848
12578334;BR;Condeúba;POR;County;2344848
12578335;BR;Contendas do Sincorá;POR;County;2344848
12578336;BR;Coração de Maria;POR;County;2344848
12578337;BR;Cordeiros;POR;County;2344848
12578338;BR;Coribe;POR;County;2344848
12578339;BR;Coronel João Sá;POR;County;2344848
12578340;BR;Correntina;POR;County;2344848
12578341;BR;Cotegipe;POR;County;2344848
12578342;BR;Cravolândia;POR;County;2344848
12578343;BR;Crisópolis;POR;County;2344848
12578344;BR;Cristópolis;POR;County;2344848
12578345;BR;Cruz das Almas;POR;County;2344848
12578346;BR;Curaçá;POR;County;2344848
12578347;BR;Dário Meira;POR;County;2344848
12578348;BR;Dias d'-vila;POR;County;2344848
12578349;BR;Dom Basílio;POR;County;2344848
12578350;BR;Dom Macedo Costa;POR;County;2344848
12578351;BR;Elísio Medrado;POR;County;2344848
12578352;BR;Encruzilhada;POR;County;2344848
12578353;BR;Entre Rios;POR;County;2344848
12578354;BR;Érico Cardoso;POR;County;2344848
12578355;BR;Esplanada;POR;County;2344848
12578356;BR;Euclides da Cunha;POR;County;2344848
12578357;BR;Eunápolis;POR;County;2344848
12578358;BR;Fátima;POR;County;2344848
12578359;BR;Feira da Mata;POR;County;2344848
12578360;BR;Feira de Santana;POR;County;2344848
12578361;BR;Filadélfia;POR;County;2344848
12578362;BR;Firmino Alves;POR;County;2344848
12578363;BR;Floresta Azul;POR;County;2344848
12578364;BR;Formosa do Rio Preto;POR;County;2344848
12578365;BR;Gandu;POR;County;2344848
12578366;BR;Gavião;POR;County;2344848
12578367;BR;Gentio do Ouro;POR;County;2344848
12578368;BR;Glória;POR;County;2344848
12578369;BR;Gongogi;POR;County;2344848
12578370;BR;Governador Mangabeira;POR;County;2344848
12578371;BR;Guajeru;POR;County;2344848
12578372;BR;Guanambi;POR;County;2344848
12578373;BR;Guaratinga;POR;County;2344848
12578374;BR;Heliópolis;POR;County;2344848
12578375;BR;Iaçu;POR;County;2344848
12578376;BR;Ibiassucê;POR;County;2344848
12578377;BR;Ibicaraí;POR;County;2344848
12578378;BR;Ibicoara;POR;County;2344848
12578379;BR;Ibicuí;POR;County;2344848
12578380;BR;Ibipeba;POR;County;2344848
12578381;BR;Ibipitanga;POR;County;2344848
12578382;BR;Ibiquera;POR;County;2344848
12578383;BR;Ibirapitanga;POR;County;2344848
12578384;BR;Ibirapuã;POR;County;2344848
12578385;BR;Ibirataia;POR;County;2344848
12578386;BR;Ibitiara;POR;County;2344848
12578387;BR;Ibititá;POR;County;2344848
12578388;BR;Ibotirama;POR;County;2344848
12578389;BR;Ichu;POR;County;2344848
12578390;BR;Igaporã;POR;County;2344848
12578391;BR;Igrapiúna;POR;County;2344848
12578392;BR;Iguaí;POR;County;2344848
12578393;BR;Ilhéus;POR;County;2344848
12578394;BR;Inhambupe;POR;County;2344848
12578395;BR;Ipecaetá;POR;County;2344848
12578396;BR;Ipiaú;POR;County;2344848
12578397;BR;Ipirá;POR;County;2344848
12578398;BR;Ipupiara;POR;County;2344848
12578399;BR;Irajuba;POR;County;2344848
12578400;BR;Iramaia;POR;County;2344848
12578401;BR;Iraquara;POR;County;2344848
12578402;BR;Irará;POR;County;2344848
12578403;BR;Irecê;POR;County;2344848
12578404;BR;Itabela;POR;County;2344848
12578405;BR;Itaberaba;POR;County;2344848
12578406;BR;Itabuna;POR;County;2344848
12578407;BR;Itacaré;POR;County;2344848
12578408;BR;Itaeté;POR;County;2344848
12578409;BR;Itagi;POR;County;2344848
12578410;BR;Itagibá;POR;County;2344848
12578411;BR;Itagimirim;POR;County;2344848
12578412;BR;Itaguaçu da Bahia;POR;County;2344848
12578413;BR;Itaju do Colônia;POR;County;2344848
12578414;BR;Itajuípe;POR;County;2344848
12578415;BR;Itamaraju;POR;County;2344848
12578416;BR;Itamari;POR;County;2344848
12578417;BR;Itambé;POR;County;2344848
12578418;BR;Itanagra;POR;County;2344848
12578419;BR;Itanhém;POR;County;2344848
12578420;BR;Itaparica;POR;County;2344848
12578421;BR;Itapé;POR;County;2344848
12578422;BR;Itapebi;POR;County;2344848
12578423;BR;Itapetinga;POR;County;2344848
12578424;BR;Itapicuru;POR;County;2344848
12578425;BR;Itapitanga;POR;County;2344848
12578426;BR;Itaquara;POR;County;2344848
12578427;BR;Itarantim;POR;County;2344848
12578428;BR;Itatim;POR;County;2344848
12578429;BR;Itiruçu;POR;County;2344848
12578430;BR;Itiúba;POR;County;2344848
12578431;BR;Itororó;POR;County;2344848
12578432;BR;Ituaçu;POR;County;2344848
12578433;BR;Ituberá;POR;County;2344848
12578434;BR;Iuiú;POR;County;2344848
12578435;BR;Jaborandi;POR;County;2344848
12578436;BR;Jacaraci;POR;County;2344848
12578437;BR;Jacobina;POR;County;2344848
12578438;BR;Jaguaquara;POR;County;2344848
12578439;BR;Jaguarari;POR;County;2344848
12578440;BR;Jaguaripe;POR;County;2344848
12578441;BR;Jandaíra;POR;County;2344848
12578442;BR;Jequié;POR;County;2344848
12578443;BR;Jeremoabo;POR;County;2344848
12578444;BR;Jiquiriça;POR;County;2344848
12578445;BR;Jitaúna;POR;County;2344848
12578446;BR;João Dourado;POR;County;2344848
12578447;BR;Juazeiro;POR;County;2344848
12578448;BR;Jucuruçu;POR;County;2344848
12578449;BR;Jussara;POR;County;2344848
12578450;BR;Jussari;POR;County;2344848
12578451;BR;Jussiape;POR;County;2344848
12578452;BR;Lafaiete Coutinho;POR;County;2344848
12578453;BR;Lagoa Real;POR;County;2344848
12578454;BR;Laje;POR;County;2344848
12578455;BR;Lajedão;POR;County;2344848
12578456;BR;Lajedinho;POR;County;2344848
12578457;BR;Lajedo do Tabocal;POR;County;2344848
12578458;BR;Lamarão;POR;County;2344848
12578459;BR;Lapão;POR;County;2344848
12578460;BR;Lauro de Freitas;POR;County;2344848
12578461;BR;Lençóis;POR;County;2344848
12578462;BR;Licínio de Almeida;POR;County;2344848
12578463;BR;Livramento do Brumado;POR;County;2344848
12578464;BR;Macajuba;POR;County;2344848
12578465;BR;Macarani;POR;County;2344848
12578466;BR;Macaúbas;POR;County;2344848
12578467;BR;Macururé;POR;County;2344848
12578468;BR;Madre de Deus;POR;County;2344848
12578469;BR;Maetinga;POR;County;2344848
12578470;BR;Maiquinique;POR;County;2344848
12578471;BR;Mairi;POR;County;2344848
12578472;BR;Malhada;POR;County;2344848
12578473;BR;Malhada de Pedras;POR;County;2344848
12578474;BR;Manoel Vitorino;POR;County;2344848
12578475;BR;Mansidão;POR;County;2344848
12578476;BR;Maracás;POR;County;2344848
12578477;BR;Maragogipe;POR;County;2344848
12578478;BR;Maraú;POR;County;2344848
12578479;BR;Marcionílio Souza;POR;County;2344848
12578480;BR;Mascote;POR;County;2344848
12578481;BR;Mata de São João;POR;County;2344848
12578482;BR;Matina;POR;County;2344848
12578483;BR;Medeiros Neto;POR;County;2344848
12578484;BR;Miguel Calmon;POR;County;2344848
12578485;BR;Milagres;POR;County;2344848
12578486;BR;Mirangaba;POR;County;2344848
12578487;BR;Mirante;POR;County;2344848
12578488;BR;Monte Santo;POR;County;2344848
12578489;BR;Morpará;POR;County;2344848
12578490;BR;Morro do Chapéu;POR;County;2344848
12578491;BR;Mortugaba;POR;County;2344848
12578492;BR;Mucugê;POR;County;2344848
12578493;BR;Mucuri;POR;County;2344848
12578494;BR;Mulungu do Morro;POR;County;2344848
12578495;BR;Mundo Novo;POR;County;2344848
12578496;BR;Muniz Ferreira;POR;County;2344848
12578497;BR;Muquém de São Francisco;POR;County;2344848
12578498;BR;Muritiba;POR;County;2344848
12578499;BR;Mutuípe;POR;County;2344848
12578500;BR;Nazaré;POR;County;2344848
12578501;BR;Nilo Peçanha;POR;County;2344848
12578502;BR;Nordestina;POR;County;2344848
12578503;BR;Nova Canaã;POR;County;2344848
12578504;BR;Nova Fátima;POR;County;2344848
12578505;BR;Nova Ibiá;POR;County;2344848
12578506;BR;Nova Itarana;POR;County;2344848
12578507;BR;Nova Redenção;POR;County;2344848
12578508;BR;Nova Soure;POR;County;2344848
12578509;BR;Nova Viçosa;POR;County;2344848
12578510;BR;Novo Horizonte;POR;County;2344848
12578511;BR;Novo Triunfo;POR;County;2344848
12578512;BR;Olindina;POR;County;2344848
12578513;BR;Oliveira dos Brejinhos;POR;County;2344848
12578514;BR;Ouriçangas;POR;County;2344848
12578515;BR;Ourolândia;POR;County;2344848
12578516;BR;Palmas de Monte Alto;POR;County;2344848
12578517;BR;Palmeiras;POR;County;2344848
12578518;BR;Paramirim;POR;County;2344848
12578519;BR;Paratinga;POR;County;2344848
12578520;BR;Paripiranga;POR;County;2344848
12578521;BR;Pau Brasil;POR;County;2344848
12578522;BR;Paulo Afonso;POR;County;2344848
12578523;BR;Pé de Serra;POR;County;2344848
12578524;BR;Pedrão;POR;County;2344848
12578525;BR;Pedro Alexandre;POR;County;2344848
12578526;BR;Piatã;POR;County;2344848
12578527;BR;Pilão Arcado;POR;County;2344848
12578528;BR;Pindaí;POR;County;2344848
12578529;BR;Pindobaçu;POR;County;2344848
12578530;BR;Pintadas;POR;County;2344848
12578531;BR;Piraí do Norte;POR;County;2344848
12578532;BR;Piripá;POR;County;2344848
12578533;BR;Piritiba;POR;County;2344848
12578534;BR;Planaltino;POR;County;2344848
12578535;BR;Planalto;POR;County;2344848
12578536;BR;Poções;POR;County;2344848
12578537;BR;Pojuca;POR;County;2344848
12578538;BR;Ponto Novo;POR;County;2344848
12578539;BR;Porto Seguro;POR;County;2344848
12578540;BR;Potiraguá;POR;County;2344848
12578541;BR;Prado;POR;County;2344848
12578542;BR;Presidente Dutra;POR;County;2344848
12578543;BR;Presidente Jânio Quadros;POR;County;2344848
12578544;BR;Presidente Tancredo Neves;POR;County;2344848
12578545;BR;Queimadas;POR;County;2344848
12578546;BR;Quijingue;POR;County;2344848
12578547;BR;Quixabeira;POR;County;2344848
12578548;BR;Rafael Jambeiro;POR;County;2344848
12578549;BR;Remanso;POR;County;2344848
12578550;BR;Retirolândia;POR;County;2344848
12578551;BR;Riachão das Neves;POR;County;2344848
12578552;BR;Riachão do Jacuípe;POR;County;2344848
12578553;BR;Riacho de Santana;POR;County;2344848
12578554;BR;Ribeira do Amparo;POR;County;2344848
12578555;BR;Ribeira do Pombal;POR;County;2344848
12578556;BR;Ribeirão do Largo;POR;County;2344848
12578557;BR;Rio de Contas;POR;County;2344848
12578558;BR;Rio do Antônio;POR;County;2344848
12578559;BR;Rio do Pires;POR;County;2344848
12578560;BR;Rio Real;POR;County;2344848
12578561;BR;Rodelas;POR;County;2344848
12578562;BR;Ruy Barbosa;POR;County;2344848
12578563;BR;Salinas da Margarida;POR;County;2344848
12578564;BR;Salvador;POR;County;2344848
12578565;BR;Santa Bárbara;POR;County;2344848
12578566;BR;Santa Brígida;POR;County;2344848
12578567;BR;Santa Cruz Cabrália;POR;County;2344848
12578568;BR;Santa Cruz da Vitória;POR;County;2344848
12578569;BR;Santa Inês;POR;County;2344848
12578570;BR;Santa Luzia;POR;County;2344848
12578571;BR;Santa Maria da Vitória;POR;County;2344848
12578572;BR;Santa Rita de Cássia;POR;County;2344848
12578573;BR;Santa Teresinha;POR;County;2344848
12578574;BR;Santaluz;POR;County;2344848
12578575;BR;Santana;POR;County;2344848
12578576;BR;Santanópolis;POR;County;2344848
12578577;BR;Santo Amaro;POR;County;2344848
12578578;BR;Santo Antônio de Jesus;POR;County;2344848
12578579;BR;Santo Estêvão;POR;County;2344848
12578580;BR;São Desidério;POR;County;2344848
12578581;BR;São Domingos;POR;County;2344848
12578582;BR;São Felipe;POR;County;2344848
12578583;BR;São Félix;POR;County;2344848
12578584;BR;São Félix do Coribe;POR;County;2344848
12578585;BR;São Francisco do Conde;POR;County;2344848
12578586;BR;São Gabriel;POR;County;2344848
12578587;BR;São Gonçalo dos Campos;POR;County;2344848
12578588;BR;São José da Vitória;POR;County;2344848
12578589;BR;São José do Jacuípe;POR;County;2344848
12578590;BR;São Miguel das Matas;POR;County;2344848
12578591;BR;São Sebastião do Passé;POR;County;2344848
12578592;BR;Sapeaçu;POR;County;2344848
12578593;BR;Sátiro Dias;POR;County;2344848
12578594;BR;Saubara;POR;County;2344848
12578595;BR;Saúde;POR;County;2344848
12578596;BR;Seabra;POR;County;2344848
12578597;BR;Sebastião Laranjeiras;POR;County;2344848
12578598;BR;Senhor do Bonfim;POR;County;2344848
12578599;BR;Sento Sé;POR;County;2344848
12578600;BR;Serra do Ramalho;POR;County;2344848
12578601;BR;Serra Dourada;POR;County;2344848
12578602;BR;Serra Preta;POR;County;2344848
12578603;BR;Serrinha;POR;County;2344848
12578604;BR;Serrolândia;POR;County;2344848
12578605;BR;Simões Filho;POR;County;2344848
12578606;BR;Sítio do Mato;POR;County;2344848
12578607;BR;Sítio do Quinto;POR;County;2344848
12578608;BR;Sobradinho;POR;County;2344848
12578609;BR;Souto Soares;POR;County;2344848
12578610;BR;Tabocas do Brejo Velho;POR;County;2344848
12578611;BR;Tanhaçu;POR;County;2344848
12578612;BR;Tanque Novo;POR;County;2344848
12578613;BR;Tanquinho;POR;County;2344848
12578614;BR;Taperoá;POR;County;2344848
12578615;BR;Tapiramutá;POR;County;2344848
12578616;BR;Teixeira de Freitas;POR;County;2344848
12578617;BR;Teodoro Sampaio;POR;County;2344848
12578618;BR;Teofilândia;POR;County;2344848
12578619;BR;Teolândia;POR;County;2344848
12578620;BR;Terra Nova;POR;County;2344848
